GID_2;NAME_2;CO_MUN_GEO;NO_MUN;SG_UF
BRA.20.139_1;São Pedro;2412708;SAO PEDRO;RN
BRA.20.140_1;São Rafael;2412807;SAO RAFAEL;RN
BRA.20.141_1;São Tomé;2412906;SAO TOME;RN
BRA.20.142_1;São Vicente;2413003;SAO VICENTE;RN
BRA.20.143_1;Senador Elói de Souza;2413102;SENADOR ELOI DE SOUZA;RN
BRA.20.144_1;Senador Georgino Avelino;2413201;SENADOR GEORGINO AVELINO;RN
BRA.20.145_1;Serra de São Bento;2413300;SERRA DE SAO BENTO;RN
BRA.20.146_1;Serra do Mel;2413359;SERRA DO MEL;RN
BRA.20.147_1;Serra Negra do Norte;2413409;SERRA NEGRA DO NORTE;RN
BRA.20.149_1;Serrinha;2413508;SERRINHA;RN
BRA.20.148_1;Serrinha dos Pintos;2413557;SERRINHA DOS PINTOS;RN
BRA.20.150_1;Severiano Melo;2413607;SEVERIANO MELO;RN
BRA.20.151_1;Sítio Novo;2413706;SITIO NOVO;RN
BRA.20.152_1;Taboleiro Grande;2413805;TABOLEIRO GRANDE;RN
BRA.20.153_1;Taipu;2413904;TAIPU;RN
BRA.20.154_1;Tangará;2414001;TANGARA;RN
BRA.20.155_1;Tenente Ananias;2414100;TENENTE ANANIAS;RN
BRA.20.156_1;Tenente Laurentino Cruz;2414159;TENENTE LAURENTINO CRUZ;RN
BRA.20.157_1;Tibau do Sul;2414209;TIBAU DO SUL;RN
BRA.20.159_1;Timbaúba dos Batistas;2414308;TIMBAUBA DOS BATISTAS;RN
BRA.20.160_1;Touros;2414407;TOUROS;RN
BRA.20.161_1;Triunfo Potiguar;2414456;TRIUNFO POTIGUAR;RN
BRA.20.162_1;Umarizal;2414506;UMARIZAL;RN
BRA.20.163_1;Upanema;2414605;UPANEMA;RN
BRA.20.164_1;Várzea;2414704;VARZEA;RN
BRA.20.165_1;Venha-Ver;2414753;VENHA-VER;RN
BRA.20.166_1;Vera Cruz;2414803;VERA CRUZ;RN
BRA.20.167_1;Viçosa;2414902;VICOSA;RN
BRA.20.168_1;Vila Flor;2415008;VILA FLOR;RN
BRA.15.1_1;Água Branca;2500106;AGUA BRANCA;PB
BRA.15.2_1;Aguiar;2500205;AGUIAR;PB
BRA.15.3_1;Alagoa Grande;2500304;ALAGOA GRANDE;PB
BRA.15.4_1;Alagoa Nova;2500403;ALAGOA NOVA;PB
BRA.15.5_1;Alagoinha;2500502;ALAGOINHA;PB
BRA.15.6_1;Alcantil;2500536;ALCANTIL;PB
BRA.15.7_1;Algodão de Jandaíra;2500577;ALGODAO DE JANDAIRA;PB
BRA.15.8_1;Alhandra;2500601;ALHANDRA;PB
BRA.15.181_1;São João do Rio do Peixe;2500700;SAO JOAO DO RIO DO PEIXE;PB
BRA.15.9_1;Amparo;2500734;AMPARO;PB
BRA.15.10_1;Aparecida;2500775;APARECIDA;PB
BRA.15.11_1;Aracagi;2500809;ARACAGI;PB
BRA.15.12_1;Arara;2500908;ARARA;PB
BRA.15.13_1;Araruna;2501005;ARARUNA;PB
BRA.15.15_1;Areia;2501104;AREIA;PB
BRA.15.14_1;Areia de Baraúnas;2501153;AREIA DE BARAUNAS;PB
BRA.15.16_1;Areial;2501203;AREIAL;PB
BRA.15.17_1;Aroeiras;2501302;AROEIRAS;PB
BRA.15.18_1;Assunção;2501351;ASSUNCAO;PB
BRA.15.19_1;Baía da Traição;2501401;BAIA DA TRAICAO;PB
BRA.15.20_1;Bananeiras;2501500;BANANEIRAS;PB
BRA.15.21_1;Baraúna;2501534;BARAUNA;PB
BRA.15.23_1;Barra de Santana;2501575;BARRA DE SANTANA;PB
BRA.15.22_1;Barra de Santa Rosa;2501609;BARRA DE SANTA ROSA;PB
BRA.15.24_1;Barra de São Miguel;2501708;BARRA DE SAO MIGUEL;PB
BRA.15.25_1;Bayeux;2501807;BAYEUX;PB
BRA.15.27_1;Belém;2501906;BELEM;PB
BRA.15.26_1;Belém do Brejo do Cruz;2502003;BELEM DO BREJO DO CRUZ;PB
BRA.15.28_1;Bernardino Batista;2502052;BERNARDINO BATISTA;PB
BRA.15.29_1;Boa Ventura;2502102;BOA VENTURA;PB
BRA.15.30_1;Boa Vista;2502151;BOA VISTA;PB
BRA.15.31_1;Bom Jesus;2502201;BOM JESUS;PB
BRA.15.32_1;Bom Sucesso;2502300;BOM SUCESSO;PB
BRA.15.33_1;Bonito de Santa Fé;2502409;BONITO DE SANTA FE;PB
BRA.15.35_1;Boqueirão;2502508;BOQUEIRAO;PB
BRA.15.36_1;Borborema;2502706;BORBOREMA;PB
BRA.15.37_1;Brejo do Cruz;2502805;BREJO DO CRUZ;PB
BRA.15.38_1;Brejo dos Santos;2502904;BREJO DOS SANTOS;PB
BRA.15.39_1;Caaporã;2503001;CAAPORA;PB
BRA.15.40_1;Cabaceiras;2503100;CABACEIRAS;PB
BRA.15.41_1;Cabedelo;2503209;CABEDELO;PB
BRA.15.42_1;Cachoeira dos índios;2503308;CACHOEIRA DOS INDIOS;PB
BRA.15.43_1;Cacimba de Areia;2503407;CACIMBA DE AREIA;PB
BRA.15.44_1;Cacimba de dentro;2503506;CACIMBA DE DENTRO;PB
BRA.15.45_1;Cacimbas;2503555;CACIMBAS;PB
BRA.15.46_1;Caiçara;2503605;CAICARA;PB
BRA.15.47_1;Cajazeiras;2503704;CAJAZEIRAS;PB
BRA.15.48_1;Cajazeirinhas;2503753;CAJAZEIRINHAS;PB
BRA.15.49_1;Caldas Brandão;2503803;CALDAS BRANDAO;PB
BRA.15.50_1;Camalaú;2503902;CAMALAU;PB
BRA.15.51_1;Campina Grande;2504009;CAMPINA GRANDE;PB
BRA.15.52_1;Capim;2504033;CAPIM;PB
BRA.15.53_1;Caraúbas;2504074;CARAUBAS;PB
BRA.15.54_1;Carrapateira;2504108;CARRAPATEIRA;PB
BRA.15.55_1;Casserengue;2504157;CASSERENGUE;PB
BRA.15.56_1;Catingueira;2504207;CATINGUEIRA;PB
BRA.15.57_1;Catolé do Rocha;2504306;CATOLE DO ROCHA;PB
BRA.15.58_1;Caturité;2504355;CATURITE;PB
BRA.15.59_1;Conceição;2504405;CONCEICAO;PB
BRA.15.60_1;Condado;2504504;CONDADO;PB
BRA.15.61_1;Conde;2504603;CONDE;PB
BRA.15.62_1;Congo;2504702;CONGO;PB
BRA.15.63_1;Coremas;2504801;COREMAS;PB
BRA.15.64_1;Coxixola;2504850;COXIXOLA;PB
BRA.15.65_1;Cruz do Espírito Santo;2504900;CRUZ DO ESPIRITO SANTO;PB
BRA.15.66_1;Cubati;2505006;CUBATI;PB
BRA.15.68_1;Cuité;2505105;CUITE;PB
BRA.15.69_1;Cuitegi;2505204;CUITEGI;PB
BRA.15.67_1;Cuité de Mamanguape;2505238;CUITE DE MAMANGUAPE;PB
BRA.15.70_1;Curral de Cima;2505279;CURRAL DE CIMA;PB
BRA.15.71_1;Curral Velho;2505303;CURRAL VELHO;PB
BRA.15.72_1;Damião;2505352;DAMIAO;PB
BRA.15.74_1;Desterro;2505402;DESTERRO;PB
BRA.15.75_1;Diamante;2505600;DIAMANTE;PB
BRA.15.76_1;Dona Inês;2505709;DONA INES;PB
BRA.15.77_1;Duas Estradas;2505808;DUAS ESTRADAS;PB
BRA.15.78_1;Emas;2505907;EMAS;PB
BRA.15.79_1;Esperança;2506004;ESPERANCA;PB
BRA.15.80_1;Fagundes;2506103;FAGUNDES;PB
BRA.15.81_1;Frei Martinho;2506202;FREI MARTINHO;PB
BRA.15.82_1;Gado Bravo;2506251;GADO BRAVO;PB
BRA.15.83_1;Guarabira;2506301;GUARABIRA;PB
BRA.15.84_1;Gurinhém;2506400;GURINHEM;PB
BRA.15.85_1;Gurjão;2506509;GURJAO;PB
BRA.15.86_1;Ibiara;2506608;IBIARA;PB
BRA.15.87_1;Imaculada;2506707;IMACULADA;PB
BRA.15.88_1;Ingá;2506806;INGA;PB
BRA.15.89_1;Itabaiana;2506905;ITABAIANA;PB
BRA.15.90_1;Itaporanga;2507002;ITAPORANGA;PB
BRA.15.91_1;Itapororoca;2507101;ITAPOROROCA;PB
BRA.15.92_1;Itatuba;2507200;ITATUBA;PB
BRA.15.93_1;Jacaraú;2507309;JACARAU;PB
BRA.15.94_1;Jericó;2507408;JERICO;PB
BRA.15.95_1;João Pessoa;2507507;JOAO PESSOA;PB
BRA.15.96_1;Juarez Távora;2507606;JUAREZ TAVORA;PB
BRA.15.97_1;Juazeirinho;2507705;JUAZEIRINHO;PB
BRA.15.98_1;Junco do Seridó;2507804;JUNCO DO SERIDO;PB
BRA.15.99_1;Juripiranga;2507903;JURIPIRANGA;PB
BRA.15.100_1;Juru;2508000;JURU;PB
BRA.15.103_1;Lagoa;2508109;LAGOA;PB
BRA.15.101_1;Lagoa de dentro;2508208;LAGOA DE DENTRO;PB
BRA.15.102_1;Lagoa Seca;2508307;LAGOA SECA;PB
BRA.15.104_1;Lastro;2508406;LASTRO;PB
BRA.15.105_1;Livramento;2508505;LIVRAMENTO;PB
BRA.15.106_1;Logradouro;2508554;LOGRADOURO;PB
BRA.15.107_1;Lucena;2508604;LUCENA;PB
BRA.15.108_1;Mãe d'Água;2508703;MAE D'AGUA;PB
BRA.15.109_1;Malta;2508802;MALTA;PB
BRA.15.110_1;Mamanguape;2508901;MAMANGUAPE;PB
BRA.15.111_1;Manaíra;2509008;MANAIRA;PB
BRA.15.112_1;Marcação;2509057;MARCACAO;PB
BRA.15.113_1;Mari;2509107;MARI;PB
BRA.15.114_1;Marizópolis;2509156;MARIZOPOLIS;PB
BRA.15.115_1;Massaranduba;2509206;MASSARANDUBA;PB
BRA.15.116_1;Mataraca;2509305;MATARACA;PB
BRA.15.117_1;Matinhas;2509339;MATINHAS;PB
BRA.15.118_1;Mato Grosso;2509370;MATO GROSSO;PB
BRA.15.119_1;Maturéia;2509396;MATUREIA;PB
BRA.15.120_1;Mongeiro;2509404;MOGEIRO;PB
BRA.15.121_1;Montadas;2509503;MONTADAS;PB
BRA.15.122_1;Monte Horebe;2509602;MONTE HOREBE;PB
BRA.15.123_1;Monteiro;2509701;MONTEIRO;PB
BRA.15.124_1;Mulungu;2509800;MULUNGU;PB
BRA.15.125_1;Natuba;2509909;NATUBA;PB
BRA.15.126_1;Nazarezinho;2510006;NAZAREZINHO;PB
BRA.15.127_1;Nova Floresta;2510105;NOVA FLORESTA;PB
BRA.15.128_1;Nova Olinda;2510204;NOVA OLINDA;PB
BRA.15.129_1;Nova Palmeira;2510303;NOVA PALMEIRA;PB
BRA.15.130_1;Olho d'Água;2510402;OLHO D'AGUA;PB
BRA.15.131_1;Olivedos;2510501;OLIVEDOS;PB
BRA.15.132_1;Ouro Velho;2510600;OURO VELHO;PB
BRA.15.133_1;Parari;2510659;PARARI;PB
BRA.15.134_1;Passabém;2510709;PASSAGEM;PB
BRA.15.135_1;Patos;2510808;PATOS;PB
BRA.15.136_1;Paulista;2510907;PAULISTA;PB
BRA.15.137_1;Pedra Branca;2511004;PEDRA BRANCA;PB
BRA.15.138_1;Pedra Lavadra;2511103;PEDRA LAVRADA;PB
BRA.15.139_1;Pedras de Fogo;2511202;PEDRAS DE FOGO;PB
BRA.15.141_1;Piancó;2511301;PIANCO;PB
BRA.15.142_1;Picuí;2511400;PICUI;PB
BRA.15.143_1;Pilar;2511509;PILAR;PB
BRA.15.144_1;Pilões;2511608;PILOES;PB
BRA.15.145_1;Pilõezinhos;2511707;PILOEZINHOS;PB
BRA.15.146_1;Pirpirituba;2511806;PIRPIRITUBA;PB
BRA.15.147_1;Pitimbu;2511905;PITIMBU;PB
BRA.15.148_1;Pocinhos;2512002;POCINHOS;PB
BRA.20.109_1;Poço Dantas;2512036;POCO DANTAS;PB
BRA.15.149_1;Poço de José de Moura;2512077;POCO DE JOSE DE MOURA;PB
BRA.15.150_1;Pombal;2512101;POMBAL;PB
BRA.15.151_1;Prata;2512200;PRATA;PB
BRA.15.152_1;Princesa Isabel;2512309;PRINCESA ISABEL;PB
BRA.15.153_1;Puxinanã;2512408;PUXINANA;PB
BRA.15.154_1;Queimadas;2512507;QUEIMADAS;PB
BRA.15.155_1;Quixabá;2512606;QUIXABA;PB
BRA.15.156_1;Remígio;2512705;REMIGIO;PB
BRA.15.140_1;Pedro Régis;2512721;PEDRO REGIS;PB
BRA.15.160_1;Riacho;2512747;RIACHAO;PB
BRA.15.157_1;Riachão do Bacamarte;2512754;RIACHAO DO BACAMARTE;PB
BRA.15.158_1;Riachão do Poço;2512762;RIACHAO DO POCO;PB
BRA.15.159_1;Riacho de Santo Antônio;2512788;RIACHO DE SANTO ANTONIO;PB
BRA.15.161_1;Ricaho dos Cavalos;2512804;RIACHO DOS CAVALOS;PB
BRA.15.162_1;Rio Tinto;2512903;RIO TINTO;PB
BRA.15.163_1;Salgadinho;2513000;SALGADINHO;PB
BRA.15.164_1;Salgado de São Félix;2513109;SALGADO DE SAO FELIX;PB
BRA.15.165_1;Santa Cecília;2513158;SANTA CECILIA;PB
BRA.15.166_1;Santa Helena;2513307;SANTA HELENA;PB
BRA.15.167_1;Santa Inês;2513356;SANTA INES;PB
BRA.15.168_1;Santa Luzia;2513406;SANTA LUZIA;PB
BRA.15.171_1;Santana de Mangueira;2513505;SANTANA DE MANGUEIRA;PB
BRA.15.172_1;Santana dos Garrotes;2513604;SANTANA DOS GARROTES;PB
BRA.15.173_1;Santarém;2513653;SANTAREM;PB
BRA.15.169_1;Santa Rita;2513703;SANTA RITA;PB
BRA.15.170_1;Santa Teresinha;2513802;SANTA TERESINHA;PB
BRA.15.174_1;Santo André;2513851;SANTO ANDRE;PB
BRA.15.176_1;São Bento;2513901;SAO BENTO;PB
BRA.15.175_1;São Bentinho;2513927;SAO BENTINHO;PB
BRA.15.178_1;São Domingos do Cariri;2513943;SAO DOMINGOS DO CARIRI;PB
BRA.15.177_1;São Domingos de Pombal;2513968;SAO DOMINGOS DE POMBAL;PB
BRA.15.179_1;São Francisco;2513984;SAO FRANCISCO;PB
BRA.15.180_1;São João do Cariri;2514008;SAO JOAO DO CARIRI;PB
BRA.15.182_1;São João do Tigre;2514107;SAO JOAO DO TIGRE;PB
BRA.15.183_1;São José da Lagoa Tapada;2514206;SAO JOSE DA LAGOA TAPADA;PB
BRA.15.184_1;São José de Caiana;2514305;SAO JOSE DE CAIANA;PB
BRA.15.185_1;São José de Espinharas;2514404;SAO JOSE DE ESPINHARAS;PB
BRA.15.192_1;São José dos Ramos;2514453;SAO JOSE DOS RAMOS;PB
BRA.15.186_1;São José de Piranhas;2514503;SAO JOSE DE PIRANHAS;PB
BRA.15.187_1;São José de Princesa;2514552;SAO JOSE DE PRINCESA;PB
BRA.15.189_1;São José do Bonfim;2514602;SAO JOSE DO BONFIM;PB
BRA.15.188_1;São José do Belmonte;2514651;SAO JOSE DO BREJO DO CRUZ;PB
BRA.15.190_1;São José do Sabugi;2514701;SAO JOSE DO SABUGI;PB
BRA.15.191_1;São José dos Cordeiros;2514800;SAO JOSE DOS CORDEIROS;PB
BRA.15.193_1;São Mamede;2514909;SAO MAMEDE;PB
BRA.15.194_1;São Miguel Taipu;2515005;SAO MIGUEL DE TAIPU;PB
BRA.15.195_1;São Sebastião de Lagoa de Roça;2515104;SAO SEBASTIAO DE LAGOA DE ROCA;PB
BRA.15.196_1;São Sebastião do Umbuzeiro;2515203;SAO SEBASTIAO DO UMBUZEIRO;PB
BRA.15.197_1;Sapé;2515302;SAPE;PB
BRA.15.198_1;Seridó;2515401;SERIDO;PB
BRA.15.199_1;Serra Branca;2515500;SERRA BRANCA;PB
BRA.15.200_1;Serra da Raiz;2515609;SERRA DA RAIZ;PB
BRA.15.201_1;Serra Grande;2515708;SERRA GRANDE;PB
BRA.15.202_1;Serra Redonda;2515807;SERRA REDONDA;PB
BRA.15.203_1;Serraria;2515906;SERRARIA;PB
BRA.15.204_1;Sertãozinho;2515930;SERTAOZINHO;PB
BRA.15.205_1;Sobrado;2515971;SOBRADO;PB
BRA.15.206_1;Solânea;2516003;SOLANEA;PB
BRA.15.207_1;Soledade;2516102;SOLEDADE;PB
BRA.15.208_1;Sossêgo;2516151;SOSSEGO;PB
BRA.15.209_1;Sousa;2516201;SOUSA;PB
BRA.15.210_1;Sumé;2516300;SUME;PB
BRA.15.212_1;Taperoá;2516508;TAPEROA;PB
BRA.15.213_1;Tavares;2516607;TAVARES;PB
BRA.15.214_1;Teixeira;2516706;TEIXEIRA;PB
BRA.15.215_1;Tenório;2516755;TENORIO;PB
BRA.15.216_1;Triunfo;2516805;TRIUNFO;PB
BRA.15.217_1;Uiraúna;2516904;UIRAUNA;PB
BRA.15.218_1;Umbuzeiro;2517001;UMBUZEIRO;PB
BRA.15.220_1;Vieirópolis;2517209;VIEIROPOLIS;PB
BRA.15.221_1;Zabelê;2517407;ZABELE;PB
BRA.17.1_1;Abreu e Lima;2600054;ABREU E LIMA;PE
BRA.17.2_1;Afogados da Ingazeira;2600104;AFOGADOS DA INGAZEIRA;PE
BRA.17.3_1;Afrânio;2600203;AFRANIO;PE
BRA.17.4_1;Agrestina;2600302;AGRESTINA;PE
BRA.17.5_1;Água Preta;2600401;AGUA PRETA;PE
BRA.17.6_1;Águas Belas;2600500;AGUAS BELAS;PE
BRA.17.7_1;Alagoinha;2600609;ALAGOINHA;PE
BRA.17.8_1;Aliança;2600708;ALIANCA;PE
BRA.17.9_1;Altinho;2600807;ALTINHO;PE
BRA.17.10_1;Amaraji;2600906;AMARAJI;PE
BRA.17.11_1;Angelim;2601003;ANGELIM;PE
BRA.17.12_1;Araçoiaba;2601052;ARACOIABA;PE
BRA.17.13_1;Araripina;2601102;ARARIPINA;PE
BRA.17.14_1;Arcoverde;2601201;ARCOVERDE;PE
BRA.17.15_1;Barra de Guabira;2601300;BARRA DE GUABIRABA;PE
BRA.17.16_1;Barreiros;2601409;BARREIROS;PE
BRA.17.17_1;Belém de Maria;2601508;BELEM DE MARIA;PE
BRA.17.18_1;Belém de São Francisco;2601607;BELEM DE SAO FRANCISCO;PE
BRA.17.19_1;Belo Jardim;2601706;BELO JARDIM;PE
BRA.17.20_1;Betânia;2601805;BETANIA;PE
BRA.17.21_1;Bezerros;2601904;BEZERROS;PE
BRA.17.22_1;Bodocó;2602001;BODOCO;PE
BRA.17.23_1;Bom Conselho;2602100;BOM CONSELHO;PE
BRA.17.24_1;Bom Jardim;2602209;BOM JARDIM;PE
BRA.17.25_1;Bonito;2602308;BONITO;PE
BRA.17.26_1;Brejão;2602407;BREJAO;PE
BRA.17.27_1;Brejinho;2602506;BREJINHO;PE
BRA.17.28_1;Brejo da Madre de deus;2602605;BREJO DA MADRE DE DEUS;PE
BRA.17.29_1;Buenos Aires;2602704;BUENOS AIRES;PE
BRA.17.30_1;Buíque;2602803;BUIQUE;PE
BRA.17.31_1;Cabo;2602902;CABO DE SANTO AGOSTINHO;PE
BRA.17.32_1;Cabrobó;2603009;CABROBO;PE
BRA.17.33_1;Cachoerinha;2603108;CACHOEIRINHA;PE
BRA.17.34_1;Caetés;2603207;CAETES;PE
BRA.17.35_1;Calçado;2603306;CALCADO;PE
BRA.17.36_1;Calumbi;2603405;CALUMBI;PE
BRA.17.37_1;Camaragibe;2603454;CAMARAGIBE;PE
BRA.17.38_1;Camocim de São Félix;2603504;CAMOCIM DE SAO FELIX;PE
BRA.17.39_1;Camutanga;2603603;CAMUTANGA;PE
BRA.17.40_1;Canhotinho;2603702;CANHOTINHO;PE
BRA.17.41_1;Capoeiras;2603801;CAPOEIRAS;PE
BRA.17.42_1;Carnaíba;2603900;CARNAIBA;PE
BRA.17.43_1;Carnaubeira da Penha;2603926;CARNAUBEIRA DA PENHA;PE
BRA.17.44_1;Carpina;2604007;CARPINA;PE
BRA.17.45_1;Caruaru;2604106;CARUARU;PE
BRA.17.46_1;Casinhas;2604155;CASINHAS;PE
BRA.17.47_1;Catende;2604205;CATENDE;PE
BRA.17.48_1;Cedro;2604304;CEDRO;PE
BRA.17.49_1;Chã de Alegria;2604403;CHA DE ALEGRIA;PE
BRA.17.50_1;Chã Grande;2604502;CHA GRANDE;PE
BRA.17.51_1;Condado;2604601;CONDADO;PE
BRA.17.52_1;Correntes;2604700;CORRENTES;PE
BRA.17.53_1;Cortes;2604809;CORTES;PE
BRA.17.54_1;Cumaru;2604908;CUMARU;PE
BRA.17.55_1;Cupira;2605004;CUPIRA;PE
BRA.17.56_1;Custódia;2605103;CUSTODIA;PE
BRA.17.57_1;Dormentes;2605152;DORMENTES;PE
BRA.17.58_1;Escada;2605202;ESCADA;PE
BRA.17.59_1;Exu;2605301;EXU;PE
BRA.17.60_1;Feira Nova;2605400;FEIRA NOVA;PE
BRA.20.41_1;Fernando de Noronha;2605459;FERNANDO DE NORONHA;PE
BRA.17.61_1;Ferreiros;2605509;FERREIROS;PE
BRA.17.62_1;Flores;2605608;FLORES;PE
BRA.17.63_1;Floresta;2605707;FLORESTA;PE
BRA.17.64_1;Frei Miguelinho;2605806;FREI MIGUELINHO;PE
BRA.17.65_1;Gameleira;2605905;GAMELEIRA;PE
BRA.17.66_1;Garanhuns;2606002;GARANHUNS;PE
BRA.17.67_1;Glória do Goitá;2606101;GLORIA DO GOITA;PE
BRA.17.68_1;Goianá;2606200;GOIANA;PE
BRA.17.69_1;Granito;2606309;GRANITO;PE
BRA.17.70_1;Gravatá;2606408;GRAVATA;PE
BRA.17.71_1;Iati;2606507;IATI;PE
BRA.17.72_1;Ibimirim;2606606;IBIMIRIM;PE
BRA.17.73_1;Ibirajuba;2606705;IBIRAJUBA;PE
BRA.17.74_1;Igaracu;2606804;IGARASSU;PE
BRA.17.75_1;Iguaraci;2606903;IGUARACI;PE
BRA.17.76_1;Inajá;2607000;INAJA;PE
BRA.17.77_1;Ingazeira;2607109;INGAZEIRA;PE
BRA.17.78_1;Ipojuca;2607208;IPOJUCA;PE
BRA.17.79_1;Ipubi;2607307;IPUBI;PE
BRA.17.80_1;Itacuruba;2607406;ITACURUBA;PE
BRA.17.81_1;Itaíba;2607505;ITAIBA;PE
BRA.17.82_1;Itambaracá;2607604;ILHA DE ITAMARACA;PE
BRA.17.165_1;Tambe;2607653;ITAMBE;PE
BRA.17.83_1;Itapetim;2607703;ITAPETIM;PE
BRA.17.84_1;Itapissuma;2607752;ITAPISSUMA;PE
BRA.17.85_1;Itaquitinga;2607802;ITAQUITINGA;PE
BRA.17.86_1;Jaboatão dos Guararapes;2607901;JABOATAO DOS GUARARAPES;PE
BRA.17.87_1;Jaqueira;2607950;JAQUEIRA;PE
BRA.17.88_1;Jataúba;2608008;JATAUBA;PE
BRA.17.89_1;Jatobá;2608057;JATOBA;PE
BRA.17.90_1;João Alfredo;2608107;JOAO ALFREDO;PE
BRA.17.91_1;Joaquim Nabuco;2608206;JOAQUIM NABUCO;PE
BRA.17.92_1;Jucati;2608255;JUCATI;PE
BRA.17.93_1;Jupiá;2608305;JUPI;PE
BRA.17.94_1;Jurema;2608404;JUREMA;PE
BRA.17.95_1;Lagoa do Carro;2608453;LAGOA DO CARRO;PE
BRA.17.96_1;Lagoa do Itaenga;2608503;LAGOA DO ITAENGA;PE
BRA.17.97_1;Lagoa do Ouro;2608602;LAGOA DO OURO;PE
BRA.17.98_1;Lagoa dos Gatos;2608701;LAGOA DOS GATOS;PE
BRA.17.99_1;Lagoa Grande;2608750;LAGOA GRANDE;PE
BRA.17.100_1;Lajedo;2608800;LAJEDO;PE
BRA.17.101_1;Limoeiro;2608909;LIMOEIRO;PE
BRA.17.102_1;Macaparana;2609006;MACAPARANA;PE
BRA.17.103_1;Machados;2609105;MACHADOS;PE
BRA.17.104_1;Manari;2609154;MANARI;PE
BRA.17.105_1;Maraial;2609204;MARAIAL;PE
BRA.17.106_1;Mirandiba;2609303;MIRANDIBA;PE
BRA.17.107_1;Moreno;2609402;MORENO;PE
BRA.17.108_1;Nazaré da Mata;2609501;NAZARE DA MATA;PE
BRA.17.109_1;Olinda;2609600;OLINDA;PE
BRA.17.110_1;Orobó;2609709;OROBO;PE
BRA.17.111_1;Ouricuri;2609907;OURICURI;PE
BRA.17.112_1;Palmares;2610004;PALMARES;PE
BRA.17.113_1;Palmeirina;2610103;PALMEIRINA;PE
BRA.17.114_1;Panelas;2610202;PANELAS;PE
BRA.17.115_1;Paranatama;2610301;PARANATAMA;PE
BRA.17.116_1;Parnamirim;2610400;PARNAMIRIM;PE
BRA.17.117_1;Passira;2610509;PASSIRA;PE
BRA.17.118_1;Paudalho;2610608;PAUDALHO;PE
BRA.17.119_1;Paulista;2610707;PAULISTA;PE
BRA.17.120_1;Pedra;2610806;PEDRA;PE
BRA.17.121_1;Pesqueira;2610905;PESQUEIRA;PE
BRA.17.122_1;Petrolândia;2611002;PETROLANDIA;PE
BRA.17.123_1;Petrolina;2611101;PETROLINA;PE
BRA.17.124_1;Poção;2611200;POCAO;PE
BRA.17.125_1;Pombos;2611309;POMBOS;PE
BRA.17.126_1;Primavera;2611408;PRIMAVERA;PE
BRA.17.127_1;Quipapá;2611507;QUIPAPA;PE
BRA.17.129_1;Recife;2611606;RECIFE;PE
BRA.17.130_1;Riacho das Almas;2611705;RIACHO DAS ALMAS;PE
BRA.17.131_1;Ribeirão;2611804;RIBEIRAO;PE
BRA.17.132_1;Rio Formoso;2611903;RIO FORMOSO;PE
BRA.17.133_1;Sairé;2612000;SAIRE;PE
BRA.17.134_1;Salgadinho;2612109;SALGADINHO;PE
BRA.17.135_1;Salgueiro;2612208;SALGUEIRO;PE
BRA.17.137_1;Saloá;2612307;SALOA;PE
BRA.17.138_1;Sanharó;2612406;SANHARO;PE
BRA.17.141_1;Santa Cruz;2612455;SANTA CRUZ;PE
BRA.17.139_1;Santa Cruz da Baixa Verde;2612471;SANTA CRUZ DA BAIXA VERDE;PE
BRA.17.140_1;Santa Cruz do Capibaribe;2612505;SANTA CRUZ DO CAPIBARIBE;PE
BRA.17.142_1;Santa Filomena;2612554;SANTA FILOMENA;PE
BRA.17.143_1;Santa Maria da Boa Vista;2612604;SANTA MARIA DA BOA VISTA;PE
BRA.17.144_1;Santa Maria do Cambucá;2612703;SANTA MARIA DO CAMBUCA;PE
BRA.17.145_1;Santa Terezinha;2612802;SANTA TEREZINHA;PE
BRA.17.146_1;São Benedito do Sul;2612901;SAO BENEDITO DO SUL;PE
BRA.17.147_1;São Bento do Una;2613008;SAO BENTO DO UNA;PE
BRA.17.148_1;São Caitano;2613107;SAO CAITANO;PE
BRA.17.150_1;São João;2613206;SAO JOAO;PE
BRA.17.151_1;São Joaquin do Monte;2613305;SAO JOAQUIM DO MONTE;PE
BRA.17.152_1;São José da Coroa Grande;2613404;SAO JOSE DA COROA GRANDE;PE
BRA.17.149_1;São João do Belmonte;2613503;SAO JOSE DO BELMONTE;PE
BRA.17.153_1;São Lourenço da Mata;2613701;SAO LOURENCO DA MATA;PE
BRA.17.154_1;São Vicente Ferrer;2613800;SAO VICENTE FERRER;PE
BRA.17.155_1;Serra Talhada;2613909;SERRA TALHADA;PE
BRA.17.156_1;Serrita;2614006;SERRITA;PE
BRA.17.157_1;Sertânia;2614105;SERTANIA;PE
BRA.17.158_1;Sirinhaém;2614204;SIRINHAEM;PE
BRA.17.159_1;Sitio dos Moreiras;2614303;MOREILANDIA;PE
BRA.17.136_1;Salidao;2614402;SOLIDAO;PE
BRA.17.160_1;Surubim;2614501;SURUBIM;PE
BRA.17.161_1;Tabira;2614600;TABIRA;PE
BRA.17.162_1;Tacaimbó;2614709;TACAIMBO;PE
BRA.17.163_1;Tacaratu;2614808;TACARATU;PE
BRA.17.164_1;Tamandaré;2614857;TAMANDARE;PE
BRA.17.166_1;Taquaritinga do Norte;2615003;TAQUARITINGA DO NORTE;PE
BRA.17.167_1;Terezinha;2615102;TEREZINHA;PE
